Proxy exported
['http://images.cocodataset.org/train2017/000000033471.jpg', 'What are the colors of the bus in the image? [QA]', 'The bus in the image is white and red.<|endoftext|>']
trainable params: 83,886,080 || all params: 2,863,569,920 || trainable%: 2.9294231446599355
PEFT MODEL:83886080
PROJECTION MODEL:1968640
CLIP MODEL:0
PHI MODEL:83886080
RESNET MODEL:13117440
Loaded step2 checkpoint
Image: http://images.cocodataset.org/train2017/000000474759.jpg
Question: What is the theme of the cake in the image? [QA]
Answer:   The theme of the cake in the image is Angry Birds.<|endoftext|>
Model Predicted Ans:  theme of the cake in the image is a combination of animals and food, with a cake shaped like a giraffe and various food items, such as a cake, cupcakes, and a cake with a bird on top.
Iteration 0/100000, Loss: 3.257129669189453
{'step': 961, 'train_loss': 3.328390121459961}
{'step': 962, 'train_loss': 3.3748817443847656}
{'step': 963, 'train_loss': 3.4815282821655273}
{'step': 964, 'train_loss': 3.386378765106201}
{'step': 965, 'train_loss': 3.4929919242858887}
{'step': 966, 'train_loss': 3.354797840118408}
{'step': 967, 'train_loss': 3.3252196311950684}
{'step': 968, 'train_loss': 3.5495638847351074}
{'step': 969, 'train_loss': 3.229279041290283}
{'step': 970, 'train_loss': 3.221738338470459}
{'step': 971, 'train_loss': 3.40423583984375}
{'step': 972, 'train_loss': 3.2034668922424316}
{'step': 973, 'train_loss': 3.4387612342834473}
{'step': 974, 'train_loss': 3.390042543411255}
{'step': 975, 'train_loss': 3.347468852996826}
{'step': 976, 'train_loss': 3.4362945556640625}
{'step': 977, 'train_loss': 3.5184736251831055}
{'step': 978, 'train_loss': 3.4525651931762695}
{'step': 979, 'train_loss': 3.3059849739074707}
{'step': 980, 'train_loss': 3.4439029693603516}
{'step': 981, 'train_loss': 3.2581892013549805}
{'step': 982, 'train_loss': 3.251418113708496}
{'step': 983, 'train_loss': 3.3696365356445312}
{'step': 984, 'train_loss': 3.4965083599090576}
{'step': 985, 'train_loss': 3.4581923484802246}
{'step': 986, 'train_loss': 3.358541965484619}
{'step': 987, 'train_loss': 3.1735799312591553}
{'step': 988, 'train_loss': 3.3538012504577637}
{'step': 989, 'train_loss': 3.3149046897888184}
{'step': 990, 'train_loss': 3.340010404586792}
{'step': 991, 'train_loss': 3.358079195022583}
{'step': 992, 'train_loss': 3.217280864715576}
{'step': 993, 'train_loss': 3.3362040519714355}
{'step': 994, 'train_loss': 3.4357547760009766}
{'step': 995, 'train_loss': 3.4024109840393066}
{'step': 996, 'train_loss': 3.428524971008301}
{'step': 997, 'train_loss': 3.522481918334961}
{'step': 998, 'train_loss': 3.274535655975342}
{'step': 999, 'train_loss': 3.395578384399414}
Iteration 1000/100000, Loss: 3.410090446472168
Image: http://images.cocodataset.org/train2017/000000373866.jpg
Question: What are the two elephants doing in the image? [QA]
Answer:   In the image, two young elephants are playing together under the trees.<|endoftext|>
Model Predicted Ans:  two elephants are walking and standing in the image.
Saving Checkpoint
{'step': 1000, 'train_loss': 3.410090446472168}
{'step': 1001, 'train_loss': 3.3219285011291504}
{'step': 1002, 'train_loss': 3.3087239265441895}
{'step': 1003, 'train_loss': 3.2760391235351562}
{'step': 1004, 'train_loss': 3.4586756229400635}
{'step': 1005, 'train_loss': 3.2840282917022705}
{'step': 1006, 'train_loss': 3.323296546936035}
{'step': 1007, 'train_loss': 3.291508913040161}
{'step': 1008, 'train_loss': 3.34026837348938}
{'step': 1009, 'train_loss': 3.3845090866088867}
{'step': 1010, 'train_loss': 3.257626533508301}
{'step': 1011, 'train_loss': 3.2914528846740723}
{'step': 1012, 'train_loss': 3.2946324348449707}
{'step': 1013, 'train_loss': 3.3917746543884277}
{'step': 1014, 'train_loss': 3.558328151702881}
{'step': 1015, 'train_loss': 3.2353897094726562}
{'step': 1016, 'train_loss': 3.501051425933838}
{'step': 1017, 'train_loss': 3.4304513931274414}
{'step': 1018, 'train_loss': 3.2541182041168213}
{'step': 1019, 'train_loss': 3.404418468475342}
{'step': 1020, 'train_loss': 3.3251190185546875}
{'step': 1021, 'train_loss': 3.397730827331543}
{'step': 1022, 'train_loss': 3.6079559326171875}
{'step': 1023, 'train_loss': 3.417147159576416}
{'step': 1024, 'train_loss': 3.398599147796631}
{'step': 1025, 'train_loss': 3.28151535987854}
{'step': 1026, 'train_loss': 3.339850902557373}
{'step': 1027, 'train_loss': 3.4268062114715576}
{'step': 1028, 'train_loss': 3.4456310272216797}
{'step': 1029, 'train_loss': 3.4942455291748047}
{'step': 1030, 'train_loss': 3.2810189723968506}
{'step': 1031, 'train_loss': 3.3816325664520264}
{'step': 1032, 'train_loss': 3.44003963470459}
{'step': 1033, 'train_loss': 3.454080104827881}
{'step': 1034, 'train_loss': 3.363189458847046}
{'step': 1035, 'train_loss': 3.4368605613708496}
{'step': 1036, 'train_loss': 3.417940139770508}
{'step': 1037, 'train_loss': 3.422412872314453}
{'step': 1038, 'train_loss': 3.384470224380493}
{'step': 1039, 'train_loss': 3.3996012210845947}
{'step': 1040, 'train_loss': 3.1975626945495605}
{'step': 1041, 'train_loss': 3.172816753387451}
{'step': 1042, 'train_loss': 3.1274170875549316}
{'step': 1043, 'train_loss': 3.2841992378234863}
{'step': 1044, 'train_loss': 3.3057966232299805}
{'step': 1045, 'train_loss': 3.387995481491089}
{'step': 1046, 'train_loss': 3.335300922393799}
{'step': 1047, 'train_loss': 3.3108596801757812}
{'step': 1048, 'train_loss': 3.383695602416992}
{'step': 1049, 'train_loss': 3.3481051921844482}
{'step': 1050, 'train_loss': 3.4132637977600098}
{'step': 1051, 'train_loss': 3.495933771133423}
{'step': 1052, 'train_loss': 3.1375303268432617}
{'step': 1053, 'train_loss': 3.3529467582702637}
{'step': 1054, 'train_loss': 3.366368293762207}
{'step': 1055, 'train_loss': 3.302123546600342}
{'step': 1056, 'train_loss': 3.3536548614501953}
{'step': 1057, 'train_loss': 3.2986347675323486}
{'step': 1058, 'train_loss': 3.3531527519226074}
{'step': 1059, 'train_loss': 3.1757235527038574}
{'step': 1060, 'train_loss': 3.2809858322143555}
{'step': 1061, 'train_loss': 3.39644455909729}
{'step': 1062, 'train_loss': 3.4204421043395996}
{'step': 1063, 'train_loss': 3.31811261177063}
{'step': 1064, 'train_loss': 3.183983325958252}
{'step': 1065, 'train_loss': 3.383328437805176}
{'step': 1066, 'train_loss': 3.2100298404693604}
{'step': 1067, 'train_loss': 3.444060802459717}
{'step': 1068, 'train_loss': 3.4170596599578857}
{'step': 1069, 'train_loss': 3.429877758026123}
{'step': 1070, 'train_loss': 3.455432415008545}
{'step': 1071, 'train_loss': 3.3334288597106934}
{'step': 1072, 'train_loss': 3.3111562728881836}
{'step': 1073, 'train_loss': 3.3375236988067627}
{'step': 1074, 'train_loss': 3.308157444000244}
{'step': 1075, 'train_loss': 3.4490761756896973}
{'step': 1076, 'train_loss': 3.3460144996643066}
{'step': 1077, 'train_loss': 3.346736431121826}
{'step': 1078, 'train_loss': 3.3045825958251953}
{'step': 1079, 'train_loss': 3.4130685329437256}
{'step': 1080, 'train_loss': 3.367873430252075}
{'step': 1081, 'train_loss': 3.328138589859009}
{'step': 1082, 'train_loss': 3.3936750888824463}
{'step': 1083, 'train_loss': 3.3430795669555664}
{'step': 1084, 'train_loss': 3.3039305210113525}
{'step': 1085, 'train_loss': 3.3494927883148193}
{'step': 1086, 'train_loss': 3.5032355785369873}
{'step': 1087, 'train_loss': 3.1888022422790527}
{'step': 1088, 'train_loss': 3.251197338104248}
{'step': 1089, 'train_loss': 3.3766560554504395}
{'step': 1090, 'train_loss': 3.1240437030792236}
{'step': 1091, 'train_loss': 3.3321645259857178}
{'step': 1092, 'train_loss': 3.2483325004577637}
{'step': 1093, 'train_loss': 3.279560089111328}
{'step': 1094, 'train_loss': 3.1640963554382324}
{'step': 1095, 'train_loss': 3.482898235321045}
{'step': 1096, 'train_loss': 3.2057900428771973}
{'step': 1097, 'train_loss': 3.205811023712158}
{'step': 1098, 'train_loss': 3.2599751949310303}
{'step': 1099, 'train_loss': 3.2288098335266113}
Iteration 1100/100000, Loss: 3.3997092247009277
Saving Checkpoint
{'step': 1100, 'train_loss': 3.3997092247009277}
{'step': 1101, 'train_loss': 3.3263442516326904}
{'step': 1102, 'train_loss': 3.3460206985473633}
{'step': 1103, 'train_loss': 3.3731229305267334}
{'step': 1104, 'train_loss': 3.381906032562256}
{'step': 1105, 'train_loss': 3.383023738861084}
{'step': 1106, 'train_loss': 3.462949752807617}
{'step': 1107, 'train_loss': 3.4997024536132812}
{'step': 1108, 'train_loss': 3.3084826469421387}
{'step': 1109, 'train_loss': 3.2188167572021484}
{'step': 1110, 'train_loss': 3.295321226119995}
{'step': 1111, 'train_loss': 3.295694351196289}
{'step': 1112, 'train_loss': 3.4267616271972656}
{'step': 1113, 'train_loss': 3.36665678024292}
{'step': 1114, 'train_loss': 3.352010726928711}
{'step': 1115, 'train_loss': 3.429584503173828}
{'step': 1116, 'train_loss': 3.28287935256958}
{'step': 1117, 'train_loss': 3.3955233097076416}
{'step': 1118, 'train_loss': 3.483100652694702}
{'step': 1119, 'train_loss': 3.5787999629974365}
{'step': 1120, 'train_loss': 3.2202439308166504}
{'step': 1121, 'train_loss': 3.264103412628174}
{'step': 1122, 'train_loss': 3.255659580230713}
{'step': 1123, 'train_loss': 3.3104372024536133}
{'step': 1124, 'train_loss': 3.325019121170044}
{'step': 1125, 'train_loss': 3.4672999382019043}
{'step': 1126, 'train_loss': 3.5301003456115723}
{'step': 1127, 'train_loss': 3.1431965827941895}
{'step': 1128, 'train_loss': 3.181851387023926}
{'step': 1129, 'train_loss': 3.2383761405944824}
{'step': 1130, 'train_loss': 3.4026544094085693}
{'step': 1131, 'train_loss': 3.4230055809020996}
{'step': 1132, 'train_loss': 3.396275043487549}
{'step': 1133, 'train_loss': 3.3497676849365234}
{'step': 1134, 'train_loss': 3.071002721786499}
{'step': 1135, 'train_loss': 3.491330146789551}
{'step': 1136, 'train_loss': 3.3277173042297363}
{'step': 1137, 'train_loss': 3.4106905460357666}
{'step': 1138, 'train_loss': 3.338212490081787}
{'step': 1139, 'train_loss': 3.2859725952148438}
{'step': 1140, 'train_loss': 3.310375213623047}
{'step': 1141, 'train_loss': 3.256117105484009}
{'step': 1142, 'train_loss': 3.506619453430176}
{'step': 1143, 'train_loss': 3.301333427429199}
{'step': 1144, 'train_loss': 3.345391273498535}
{'step': 1145, 'train_loss': 3.3244271278381348}
{'step': 1146, 'train_loss': 3.3202686309814453}
{'step': 1147, 'train_loss': 3.3158626556396484}
{'step': 1148, 'train_loss': 3.3304128646850586}
{'step': 1149, 'train_loss': 3.4578683376312256}
{'step': 1150, 'train_loss': 3.407946825027466}
{'step': 1151, 'train_loss': 3.227837085723877}
{'step': 1152, 'train_loss': 3.318943500518799}
{'step': 1153, 'train_loss': 3.303755283355713}
{'step': 1154, 'train_loss': 3.3492400646209717}
{'step': 1155, 'train_loss': 3.2809953689575195}
{'step': 1156, 'train_loss': 3.502295970916748}
{'step': 1157, 'train_loss': 3.4319844245910645}
{'step': 1158, 'train_loss': 3.3657169342041016}
{'step': 1159, 'train_loss': 3.548595428466797}
{'step': 1160, 'train_loss': 3.266813278198242}
{'step': 1161, 'train_loss': 3.2309327125549316}
{'step': 1162, 'train_loss': 3.430673599243164}
{'step': 1163, 'train_loss': 3.410562515258789}
{'step': 1164, 'train_loss': 3.1365182399749756}
{'step': 1165, 'train_loss': 3.2584662437438965}
{'step': 1166, 'train_loss': 3.3911402225494385}
{'step': 1167, 'train_loss': 3.1916444301605225}
{'step': 1168, 'train_loss': 3.311997413635254}
{'step': 1169, 'train_loss': 3.3096041679382324}
{'step': 1170, 'train_loss': 3.3752105236053467}
{'step': 1171, 'train_loss': 3.5146427154541016}
{'step': 1172, 'train_loss': 3.4222559928894043}
{'step': 1173, 'train_loss': 3.362997055053711}
{'step': 1174, 'train_loss': 3.085151195526123}
{'step': 1175, 'train_loss': 3.2401599884033203}
{'step': 1176, 'train_loss': 3.377523422241211}
{'step': 1177, 'train_loss': 3.3689193725585938}
{'step': 1178, 'train_loss': 3.3958520889282227}
{'step': 1179, 'train_loss': 3.588876247406006}
{'step': 1180, 'train_loss': 3.196211338043213}
{'step': 1181, 'train_loss': 3.3157877922058105}
{'step': 1182, 'train_loss': 3.252471446990967}
{'step': 1183, 'train_loss': 3.338207244873047}
{'step': 1184, 'train_loss': 3.3323092460632324}
{'step': 1185, 'train_loss': 3.2329323291778564}
{'step': 1186, 'train_loss': 3.186734437942505}
{'step': 1187, 'train_loss': 3.1354739665985107}
{'step': 1188, 'train_loss': 3.386465072631836}
{'step': 1189, 'train_loss': 3.3815340995788574}
{'step': 1190, 'train_loss': 3.3546977043151855}
{'step': 1191, 'train_loss': 3.368246555328369}
{'step': 1192, 'train_loss': 3.3771464824676514}
{'step': 1193, 'train_loss': 3.258134365081787}
{'step': 1194, 'train_loss': 3.3141908645629883}
{'step': 1195, 'train_loss': 3.4452788829803467}
{'step': 1196, 'train_loss': 3.3006491661071777}
{'step': 1197, 'train_loss': 3.3649749755859375}
{'step': 1198, 'train_loss': 3.4686341285705566}
{'step': 1199, 'train_loss': 3.2247958183288574}
Iteration 1200/100000, Loss: 3.5683553218841553
Saving Checkpoint
{'step': 1200, 'train_loss': 3.5683553218841553}
{'step': 1201, 'train_loss': 3.529660701751709}
{'step': 1202, 'train_loss': 3.4166088104248047}
{'step': 1203, 'train_loss': 3.444735527038574}
{'step': 1204, 'train_loss': 3.2678136825561523}
{'step': 1205, 'train_loss': 3.2325775623321533}
{'step': 1206, 'train_loss': 3.2629008293151855}
{'step': 1207, 'train_loss': 3.3678181171417236}
{'step': 1208, 'train_loss': 3.3069002628326416}
{'step': 1209, 'train_loss': 3.3854153156280518}
{'step': 1210, 'train_loss': 3.2904157638549805}
{'step': 1211, 'train_loss': 3.3793883323669434}
{'step': 1212, 'train_loss': 3.365176200866699}
{'step': 1213, 'train_loss': 3.348874568939209}
{'step': 1214, 'train_loss': 3.249638080596924}
{'step': 1215, 'train_loss': 3.4734153747558594}
{'step': 1216, 'train_loss': 3.254775285720825}
{'step': 1217, 'train_loss': 3.375645875930786}
{'step': 1218, 'train_loss': 3.333427906036377}
{'step': 1219, 'train_loss': 3.329786777496338}
{'step': 1220, 'train_loss': 3.2817182540893555}
{'step': 1221, 'train_loss': 3.3351950645446777}
{'step': 1222, 'train_loss': 3.4287266731262207}
{'step': 1223, 'train_loss': 3.3301610946655273}
{'step': 1224, 'train_loss': 3.2232980728149414}
{'step': 1225, 'train_loss': 3.344994306564331}
{'step': 1226, 'train_loss': 3.400017261505127}
{'step': 1227, 'train_loss': 3.297377586364746}
{'step': 1228, 'train_loss': 3.4354262351989746}
{'step': 1229, 'train_loss': 3.3142147064208984}
{'step': 1230, 'train_loss': 3.3803839683532715}
{'step': 1231, 'train_loss': 3.5335474014282227}
{'step': 1232, 'train_loss': 3.129157543182373}
{'step': 1233, 'train_loss': 3.3686470985412598}
{'step': 1234, 'train_loss': 3.285651445388794}
{'step': 1235, 'train_loss': 3.2068843841552734}
{'step': 1236, 'train_loss': 3.3043222427368164}
{'step': 1237, 'train_loss': 3.2861170768737793}
{'step': 1238, 'train_loss': 3.283759117126465}
{'step': 1239, 'train_loss': 3.4193196296691895}
{'step': 1240, 'train_loss': 3.3835835456848145}
{'step': 1241, 'train_loss': 3.5733494758605957}
{'step': 1242, 'train_loss': 3.3755316734313965}
{'step': 1243, 'train_loss': 3.1874990463256836}
{'step': 1244, 'train_loss': 3.3387250900268555}
{'step': 1245, 'train_loss': 3.2256741523742676}
{'step': 1246, 'train_loss': 3.5346150398254395}
{'step': 1247, 'train_loss': 3.3882083892822266}
{'step': 1248, 'train_loss': 3.325054883956909}
{'step': 1249, 'train_loss': 3.4526474475860596}
{'step': 1250, 'train_loss': 3.541088819503784}
{'step': 1251, 'train_loss': 3.4135453701019287}
{'step': 1252, 'train_loss': 3.325557231903076}
{'step': 1253, 'train_loss': 3.2289295196533203}
{'step': 1254, 'train_loss': 3.272367000579834}
{'step': 1255, 'train_loss': 3.2200140953063965}
{'step': 1256, 'train_loss': 3.312716484069824}
{'step': 1257, 'train_loss': 3.3334243297576904}
{'step': 1258, 'train_loss': 3.366100311279297}
{'step': 1259, 'train_loss': 3.3698525428771973}
{'step': 1260, 'train_loss': 3.251401424407959}
{'step': 1261, 'train_loss': 3.3987252712249756}
{'step': 1262, 'train_loss': 3.3841519355773926}
{'step': 1263, 'train_loss': 3.2480649948120117}
{'step': 1264, 'train_loss': 3.2356479167938232}
{'step': 1265, 'train_loss': 3.398254871368408}
{'step': 1266, 'train_loss': 3.3249168395996094}
{'step': 1267, 'train_loss': 3.307138442993164}
{'step': 1268, 'train_loss': 3.2505884170532227}
{'step': 1269, 'train_loss': 3.2834997177124023}
{'step': 1270, 'train_loss': 3.246685028076172}
{'step': 1271, 'train_loss': 3.356102228164673}
{'step': 1272, 'train_loss': 3.298553228378296}
{'step': 1273, 'train_loss': 3.4040751457214355}
{'step': 1274, 'train_loss': 3.3306736946105957}
{'step': 1275, 'train_loss': 3.3712587356567383}
{'step': 1276, 'train_loss': 3.3827853202819824}
{'step': 1277, 'train_loss': 3.303363800048828}
{'step': 1278, 'train_loss': 3.361783504486084}
{'step': 1279, 'train_loss': 3.35497784614563}
{'step': 1280, 'train_loss': 3.3897998332977295}
{'step': 1281, 'train_loss': 3.2361273765563965}
{'step': 1282, 'train_loss': 3.6167120933532715}
{'step': 1283, 'train_loss': 3.374753475189209}
{'step': 1284, 'train_loss': 3.234527349472046}
{'step': 1285, 'train_loss': 3.361131191253662}
{'step': 1286, 'train_loss': 3.4144845008850098}
{'step': 1287, 'train_loss': 3.296501636505127}
{'step': 1288, 'train_loss': 3.210644483566284}
{'step': 1289, 'train_loss': 3.259873390197754}
{'step': 1290, 'train_loss': 3.340341567993164}
{'step': 1291, 'train_loss': 3.436744213104248}
{'step': 1292, 'train_loss': 3.3967385292053223}
{'step': 1293, 'train_loss': 3.2934517860412598}
{'step': 1294, 'train_loss': 3.45660400390625}
{'step': 1295, 'train_loss': 3.3160533905029297}
{'step': 1296, 'train_loss': 3.162909507751465}
{'step': 1297, 'train_loss': 3.3533763885498047}
{'step': 1298, 'train_loss': 3.358001708984375}
{'step': 1299, 'train_loss': 3.326849937438965}
Iteration 1300/100000, Loss: 3.2724132537841797
Saving Checkpoint
{'step': 1300, 'train_loss': 3.2724132537841797}
{'step': 1301, 'train_loss': 3.3612241744995117}
{'step': 1302, 'train_loss': 3.2576050758361816}
{'step': 1303, 'train_loss': 3.130791664123535}
{'step': 1304, 'train_loss': 3.2948951721191406}
{'step': 1305, 'train_loss': 3.3482089042663574}
{'step': 1306, 'train_loss': 3.268805980682373}
{'step': 1307, 'train_loss': 3.2658848762512207}
{'step': 1308, 'train_loss': 3.4475221633911133}
{'step': 1309, 'train_loss': 3.2977309226989746}
{'step': 1310, 'train_loss': 3.2326736450195312}
{'step': 1311, 'train_loss': 3.4903383255004883}
{'step': 1312, 'train_loss': 3.2286081314086914}
{'step': 1313, 'train_loss': 3.4318771362304688}
{'step': 1314, 'train_loss': 3.3925976753234863}
{'step': 1315, 'train_loss': 3.2232556343078613}
{'step': 1316, 'train_loss': 3.3034281730651855}
{'step': 1317, 'train_loss': 3.3185482025146484}
{'step': 1318, 'train_loss': 3.2455997467041016}
{'step': 1319, 'train_loss': 3.3589775562286377}
{'step': 1320, 'train_loss': 3.3642001152038574}
{'step': 1321, 'train_loss': 3.3111472129821777}
{'step': 1322, 'train_loss': 3.3709943294525146}
{'step': 1323, 'train_loss': 3.3012359142303467}
{'step': 1324, 'train_loss': 3.244791269302368}
{'step': 1325, 'train_loss': 3.4639925956726074}
{'step': 1326, 'train_loss': 3.275672435760498}
{'step': 1327, 'train_loss': 3.237936496734619}
{'step': 1328, 'train_loss': 3.340996265411377}
{'step': 1329, 'train_loss': 3.5240163803100586}
{'step': 1330, 'train_loss': 3.5758919715881348}
{'step': 1331, 'train_loss': 3.3327088356018066}
{'step': 1332, 'train_loss': 3.384289026260376}
{'step': 1333, 'train_loss': 3.211648464202881}
{'step': 1334, 'train_loss': 3.362858772277832}
{'step': 1335, 'train_loss': 3.222898483276367}
{'step': 1336, 'train_loss': 3.2682714462280273}
{'step': 1337, 'train_loss': 3.421187162399292}
{'step': 1338, 'train_loss': 3.2712459564208984}
{'step': 1339, 'train_loss': 3.210479259490967}
{'step': 1340, 'train_loss': 3.329070806503296}
{'step': 1341, 'train_loss': 3.2612390518188477}
{'step': 1342, 'train_loss': 3.4534339904785156}
{'step': 1343, 'train_loss': 3.3082995414733887}
{'step': 1344, 'train_loss': 3.340686559677124}
{'step': 1345, 'train_loss': 3.388962745666504}
{'step': 1346, 'train_loss': 3.513390064239502}
{'step': 1347, 'train_loss': 3.4241394996643066}
{'step': 1348, 'train_loss': 3.474936008453369}
{'step': 1349, 'train_loss': 3.332824230194092}
{'step': 1350, 'train_loss': 3.1749725341796875}
{'step': 1351, 'train_loss': 3.277629852294922}
{'step': 1352, 'train_loss': 3.399446964263916}
{'step': 1353, 'train_loss': 3.2734639644622803}
{'step': 1354, 'train_loss': 3.282555103302002}
{'step': 1355, 'train_loss': 3.3029754161834717}
{'step': 1356, 'train_loss': 3.3346195220947266}
{'step': 1357, 'train_loss': 3.506180763244629}
{'step': 1358, 'train_loss': 3.3112988471984863}
{'step': 1359, 'train_loss': 3.4390830993652344}
{'step': 1360, 'train_loss': 3.506950616836548}
{'step': 1361, 'train_loss': 3.3705382347106934}
{'step': 1362, 'train_loss': 3.5043418407440186}
{'step': 1363, 'train_loss': 3.3633527755737305}
{'step': 1364, 'train_loss': 3.4306294918060303}
{'step': 1365, 'train_loss': 3.4772322177886963}
{'step': 1366, 'train_loss': 3.339540719985962}
{'step': 1367, 'train_loss': 3.2046258449554443}
{'step': 1368, 'train_loss': 3.256584644317627}
{'step': 1369, 'train_loss': 3.3577404022216797}
{'step': 1370, 'train_loss': 3.4689650535583496}
{'step': 1371, 'train_loss': 3.5243606567382812}
{'step': 1372, 'train_loss': 3.5635457038879395}
{'step': 1373, 'train_loss': 3.2046473026275635}
{'step': 1374, 'train_loss': 3.3014631271362305}
{'step': 1375, 'train_loss': 3.398651123046875}
{'step': 1376, 'train_loss': 3.291729211807251}
{'step': 1377, 'train_loss': 3.3973042964935303}
{'step': 1378, 'train_loss': 3.3556389808654785}
{'step': 1379, 'train_loss': 3.448392391204834}
{'step': 1380, 'train_loss': 3.374950647354126}
{'step': 1381, 'train_loss': 3.1820871829986572}
{'step': 1382, 'train_loss': 3.4219865798950195}
{'step': 1383, 'train_loss': 3.299396514892578}
{'step': 1384, 'train_loss': 3.264009952545166}
{'step': 1385, 'train_loss': 3.3139290809631348}
{'step': 1386, 'train_loss': 3.3638229370117188}
{'step': 1387, 'train_loss': 3.4681220054626465}
{'step': 1388, 'train_loss': 3.2709710597991943}
{'step': 1389, 'train_loss': 3.1960976123809814}
{'step': 1390, 'train_loss': 3.270540952682495}
{'step': 1391, 'train_loss': 3.4379374980926514}
{'step': 1392, 'train_loss': 3.273749351501465}
{'step': 1393, 'train_loss': 3.2508647441864014}
{'step': 1394, 'train_loss': 3.452117919921875}
{'step': 1395, 'train_loss': 3.2323555946350098}
{'step': 1396, 'train_loss': 3.359518527984619}
{'step': 1397, 'train_loss': 3.4727578163146973}
{'step': 1398, 'train_loss': 3.327803611755371}
{'step': 1399, 'train_loss': 3.3234238624572754}
Iteration 1400/100000, Loss: 3.2964072227478027
Saving Checkpoint
{'step': 1400, 'train_loss': 3.2964072227478027}
{'step': 1401, 'train_loss': 3.4064900875091553}
{'step': 1402, 'train_loss': 3.1042356491088867}
{'step': 1403, 'train_loss': 3.241212844848633}
{'step': 1404, 'train_loss': 3.2715554237365723}
{'step': 1405, 'train_loss': 3.4469497203826904}
{'step': 1406, 'train_loss': 3.1059658527374268}
{'step': 1407, 'train_loss': 3.3977465629577637}
{'step': 1408, 'train_loss': 3.432347297668457}
{'step': 1409, 'train_loss': 3.251681327819824}
{'step': 1410, 'train_loss': 3.488054037094116}
{'step': 1411, 'train_loss': 3.300004005432129}
{'step': 1412, 'train_loss': 3.222252368927002}
{'step': 1413, 'train_loss': 3.2341537475585938}
{'step': 1414, 'train_loss': 3.2947864532470703}
{'step': 1415, 'train_loss': 3.570760726928711}
{'step': 1416, 'train_loss': 3.3077125549316406}
{'step': 1417, 'train_loss': 3.4216830730438232}
{'step': 1418, 'train_loss': 3.3570914268493652}
{'step': 1419, 'train_loss': 3.231645107269287}
{'step': 1420, 'train_loss': 3.380438804626465}
{'step': 1421, 'train_loss': 3.3813419342041016}
{'step': 1422, 'train_loss': 3.4390921592712402}
{'step': 1423, 'train_loss': 3.466264247894287}
{'step': 1424, 'train_loss': 3.2826614379882812}
{'step': 1425, 'train_loss': 3.662646770477295}
{'step': 1426, 'train_loss': 3.334256172180176}
{'step': 1427, 'train_loss': 3.432800531387329}
{'step': 1428, 'train_loss': 3.192214012145996}
{'step': 1429, 'train_loss': 3.1527271270751953}
{'step': 1430, 'train_loss': 3.3221402168273926}
{'step': 1431, 'train_loss': 3.6408681869506836}
{'step': 1432, 'train_loss': 3.419100284576416}
{'step': 1433, 'train_loss': 3.4832119941711426}
{'step': 1434, 'train_loss': 3.267171859741211}
{'step': 1435, 'train_loss': 3.3664283752441406}
{'step': 1436, 'train_loss': 3.3063783645629883}
{'step': 1437, 'train_loss': 3.3911380767822266}
{'step': 1438, 'train_loss': 3.2462291717529297}
{'step': 1439, 'train_loss': 3.264845848083496}
{'step': 1440, 'train_loss': 3.443490505218506}
{'step': 1441, 'train_loss': 3.598283290863037}
{'step': 1442, 'train_loss': 3.202157974243164}
{'step': 1443, 'train_loss': 3.246004343032837}
{'step': 1444, 'train_loss': 3.427858829498291}
{'step': 1445, 'train_loss': 3.211132526397705}
{'step': 1446, 'train_loss': 3.2859606742858887}
{'step': 1447, 'train_loss': 3.414055347442627}
{'step': 1448, 'train_loss': 3.2827305793762207}
{'step': 1449, 'train_loss': 3.386997699737549}
{'step': 1450, 'train_loss': 3.3505165576934814}
{'step': 1451, 'train_loss': 3.511460781097412}
{'step': 1452, 'train_loss': 3.4298629760742188}
{'step': 1453, 'train_loss': 3.4034745693206787}
{'step': 1454, 'train_loss': 3.267925262451172}
{'step': 1455, 'train_loss': 3.3966116905212402}
{'step': 1456, 'train_loss': 3.24885892868042}
{'step': 1457, 'train_loss': 3.151132583618164}
{'step': 1458, 'train_loss': 3.31597900390625}
{'step': 1459, 'train_loss': 3.5809521675109863}
{'step': 1460, 'train_loss': 3.266916275024414}
{'step': 1461, 'train_loss': 3.306615114212036}
{'step': 1462, 'train_loss': 3.5025391578674316}
{'step': 1463, 'train_loss': 3.438962936401367}
{'step': 1464, 'train_loss': 3.3087735176086426}
{'step': 1465, 'train_loss': 3.5276927947998047}
{'step': 1466, 'train_loss': 3.3955507278442383}
{'step': 1467, 'train_loss': 3.402484178543091}
{'step': 1468, 'train_loss': 3.379307270050049}
{'step': 1469, 'train_loss': 3.5316531658172607}
{'step': 1470, 'train_loss': 3.426079511642456}
{'step': 1471, 'train_loss': 3.395655870437622}
{'step': 1472, 'train_loss': 3.2962074279785156}
{'step': 1473, 'train_loss': 3.4866769313812256}
{'step': 1474, 'train_loss': 3.4773929119110107}
{'step': 1475, 'train_loss': 3.2899770736694336}
{'step': 1476, 'train_loss': 3.25156307220459}
{'step': 1477, 'train_loss': 3.436218738555908}
{'step': 1478, 'train_loss': 3.4331412315368652}
{'step': 1479, 'train_loss': 3.3773679733276367}
{'step': 1480, 'train_loss': 3.3787100315093994}
{'step': 1481, 'train_loss': 3.357342004776001}
{'step': 1482, 'train_loss': 3.24265193939209}
{'step': 1483, 'train_loss': 3.4211649894714355}
